capacidad_mochila,5000000,,
id,valor,peso
9925,1081,981
9926,351,251
9927,197,97
9928,683,583
9929,1050,950
9930,190,90
9931,605,505
9932,717,617
9933,252,152
9934,1067,967
9935,601,501
9936,1017,917
9937,414,314
9938,481,381
9939,811,711
9940,417,317
9941,222,122
9942,585,485
9943,568,468
9944,288,188
9945,514,414
9946,729,629
9947,397,297
9948,850,750
9949,225,125
9950,883,783
9951,723,623
9952,1087,987
9953,1031,931
9954,419,319
9955,965,865
9956,245,145
9957,334,234
9958,702,602
9959,854,754
9960,660,560
9961,190,90
9962,766,666
9963,416,316
9964,514,414
9965,502,402
9966,361,261
9967,993,893
9968,333,233
9969,621,521
9970,762,662
9971,653,553
9972,800,700
9973,992,892
9974,512,412
9975,192,92
9976,884,784
9977,190,90
9978,556,456
9979,463,363
9980,307,207
9981,183,83
9982,466,366
9983,617,517
9984,359,259
9985,684,584
9986,957,857
9987,740,640
9988,736,636
9989,657,557
9990,149,49
9991,779,679
9992,755,655
9993,351,251
9994,119,19
9995,207,107
9996,635,535
9997,1097,997
9998,170,70
9999,247,147
10000,239,139
10001,954,854
10002,546,446
10003,602,502
10004,380,280
10005,726,626
10006,569,469
10007,648,548
10008,553,453
10009,506,406
10010,299,199
10011,877,777
10012,794,694
10013,965,865
10014,463,363
10015,1093,993
10016,1071,971
10017,532,432
10018,688,588
10019,282,182
10020,664,564
10021,974,874
10022,723,623
10023,595,495
10024,955,855
10025,876,776
10026,765,665
10027,429,329
10028,421,321
10029,359,259
10030,925,825
10031,1051,951
10032,1015,915
10033,827,727
10034,791,691
10035,837,737
10036,241,141
10037,177,77
10038,1014,914
10039,166,66
10040,513,413
10041,589,489
10042,343,243
10043,343,243
10044,628,528
10045,284,184
10046,112,12
10047,569,469
10048,242,142
10049,625,525
10050,770,670
10051,540,440
10052,403,303
10053,295,195
10054,1034,934
10055,809,709
10056,258,158
10057,612,512
10058,1090,990
10059,376,276
10060,243,143
10061,390,290
10062,643,543
10063,982,882
10064,323,223
10065,1081,981
10066,631,531
10067,812,712
10068,191,91
10069,391,291
10070,557,457
10071,676,576
10072,848,748
10073,561,461
10074,147,47
10075,991,891
10076,156,56
10077,798,698
10078,752,652
10079,583,483
10080,237,137
10081,328,228
10082,515,415
10083,809,709
10084,584,484
10085,141,41
10086,912,812
10087,389,289
10088,764,664
10089,506,406
10090,195,95
10091,429,329
10092,648,548
10093,468,368
10094,141,41
10095,869,769
10096,1096,996
10097,608,508
10098,988,888
10099,658,558
10100,172,72
10101,847,747
10102,705,605
10103,126,26
10104,382,282
10105,200,100
10106,507,407
10107,237,137
10108,939,839
10109,1083,983
10110,458,358
10111,582,482
10112,888,788
10113,159,59
10114,373,273
10115,123,23
10116,612,512
10117,266,166
10118,886,786
10119,558,458
10120,710,610
10121,783,683
10122,509,409
10123,515,415
10124,931,831
10125,550,450
10126,629,529
10127,941,841
10128,567,467
10129,556,456
10130,934,834
10131,303,203
10132,909,809
10133,629,529
10134,900,800
10135,460,360
10136,265,165
10137,1008,908
10138,933,833
10139,624,524
10140,410,310
10141,339,239
10142,444,344
10143,128,28
10144,171,71
10145,489,389
10146,1087,987
10147,895,795
10148,595,495
10149,1072,972
10150,815,715
10151,893,793
10152,413,313
10153,967,867
10154,642,542
10155,863,763
10156,338,238
10157,649,549
10158,718,618
10159,466,366
10160,956,856
10161,557,457
10162,960,860
10163,629,529
10164,530,430
10165,378,278
10166,431,331
10167,469,369
10168,561,461
10169,672,572
10170,101,1
10171,1058,958
10172,174,74
10173,781,681
10174,763,663
10175,145,45
10176,971,871
10177,549,449
10178,250,150
10179,320,220
10180,164,64
10181,833,733
10182,847,747
10183,809,709
10184,440,340
10185,770,670
10186,227,127
10187,244,144
10188,568,468
10189,346,246
10190,812,712
10191,311,211
10192,335,235
10193,629,529
10194,830,730
10195,322,222
10196,778,678
10197,1088,988
10198,524,424
10199,449,349
10200,900,800
10201,249,149
10202,339,239
10203,942,842
10204,159,59
10205,239,139
10206,978,878
10207,959,859
10208,820,720
10209,472,372
10210,1037,937
10211,190,90
10212,736,636
10213,467,367
10214,194,94
10215,121,21
10216,615,515
10217,717,617
10218,858,758
10219,859,759
10220,778,678
10221,543,443
10222,723,623
10223,137,37
10224,731,631
10225,450,350
10226,303,203
10227,1086,986
10228,308,208
10229,845,745
10230,419,319
10231,521,421
10232,257,157
10233,344,244
10234,148,48
10235,590,490
10236,205,105
10237,1087,987
10238,834,734
10239,971,871
10240,164,64
10241,212,112
10242,122,22
10243,287,187
10244,515,415
10245,782,682
10246,709,609
10247,361,261
10248,183,83
10249,978,878
10250,662,562
10251,813,713
10252,1078,978
10253,224,124
10254,539,439
10255,793,693
10256,532,432
10257,885,785
10258,707,607
10259,558,458
10260,107,7
10261,258,158
10262,626,526
10263,365,265
10264,160,60
10265,516,416
10266,639,539
10267,522,422
10268,990,890
10269,193,93
10270,889,789
10271,1064,964
10272,855,755
10273,471,371
10274,920,820
10275,988,888
10276,378,278
10277,358,258
10278,689,589
10279,197,97
10280,358,258
10281,608,508
10282,218,118
10283,552,452
10284,506,406
10285,1021,921
10286,666,566
10287,814,714
10288,590,490
10289,214,114
10290,170,70
10291,667,567
10292,1040,940
10293,183,83
10294,670,570
10295,577,477
10296,840,740
10297,302,202
10298,626,526
10299,560,460
10300,435,335
10301,1035,935
10302,790,690
10303,719,619
10304,571,471
10305,596,496
10306,220,120
10307,850,750
10308,159,59
10309,981,881
10310,363,263
10311,768,668
10312,161,61
10313,280,180
10314,1001,901
10315,914,814
10316,793,693
10317,693,593
10318,920,820
10319,877,777
10320,482,382
10321,1055,955
10322,679,579
10323,484,384
10324,326,226
10325,311,211
10326,703,603
10327,639,539
10328,128,28
10329,961,861
10330,861,761
10331,210,110
10332,672,572
10333,611,511
10334,1059,959
10335,297,197
10336,1100,1000
10337,252,152
10338,286,186
10339,702,602
10340,700,600
10341,497,397
10342,283,183
10343,451,351
10344,266,166
10345,1081,981
10346,261,161
10347,336,236
10348,1028,928
10349,987,887
10350,352,252
10351,545,445
10352,278,178
10353,944,844
10354,1100,1000
10355,1082,982
10356,125,25
10357,557,457
10358,675,575
10359,552,452
10360,809,709
10361,542,442
10362,670,570
10363,379,279
10364,500,400
10365,289,189
10366,550,450
10367,895,795
10368,843,743
10369,929,829
10370,646,546
10371,283,183
10372,833,733
10373,531,431
10374,335,235
10375,630,530
10376,784,684
10377,801,701
10378,246,146
10379,750,650
10380,1084,984
10381,776,676
10382,968,868
10383,355,255
10384,618,518
10385,986,886
10386,222,122
10387,584,484
10388,703,603
10389,877,777
10390,891,791
10391,657,557
10392,262,162
10393,285,185
10394,618,518
10395,627,527
10396,242,142
10397,361,261
10398,1014,914
10399,479,379
10400,136,36
10401,1099,999
10402,340,240
10403,568,468
10404,216,116
10405,591,491
10406,137,37
10407,170,70
10408,637,537
10409,1046,946
10410,595,495
10411,261,161
10412,1035,935
10413,958,858
10414,1003,903
10415,727,627
10416,147,47
10417,503,403
10418,465,365
10419,1093,993
10420,454,354
10421,515,415
10422,175,75
10423,891,791
10424,960,860
10425,120,20
10426,138,38
10427,567,467
10428,976,876
10429,519,419
10430,148,48
10431,258,158
10432,182,82
10433,528,428
10434,746,646
10435,655,555
10436,783,683
10437,1009,909
10438,442,342
10439,1046,946
10440,289,189
10441,720,620
10442,370,270
10443,482,382
10444,1095,995
10445,822,722
10446,855,755
10447,239,139
10448,611,511
10449,738,638
10450,754,654
10451,270,170
10452,540,440
10453,499,399
10454,651,551
10455,625,525
10456,763,663
10457,671,571
10458,1082,982
10459,551,451
10460,735,635
10461,634,534
10462,905,805
10463,830,730
10464,592,492
10465,252,152
10466,263,163
10467,1050,950
10468,139,39
10469,914,814
10470,1055,955
10471,788,688
10472,210,110
10473,1013,913
10474,860,760
10475,296,196
10476,976,876
10477,410,310
10478,460,360
10479,1013,913
10480,351,251
10481,769,669
10482,280,180
10483,328,228
10484,173,73
10485,141,41
10486,365,265
10487,288,188
10488,1023,923
10489,691,591
10490,140,40
10491,458,358
10492,416,316
10493,265,165
10494,871,771
10495,494,394
10496,695,595
10497,865,765
10498,1019,919
10499,439,339
10500,616,516
10501,493,393
10502,319,219
10503,400,300
10504,950,850
10505,1046,946
10506,461,361
10507,790,690
10508,959,859
10509,445,345
10510,371,271
10511,785,685
10512,1094,994
10513,654,554
10514,322,222
10515,635,535
10516,899,799
10517,830,730
10518,567,467
10519,254,154
10520,141,41
10521,458,358
10522,643,543
10523,190,90
10524,933,833
10525,958,858
10526,1038,938
10527,1069,969
10528,495,395
10529,1000,900
10530,751,651
10531,303,203
10532,340,240
10533,809,709
10534,1089,989
10535,697,597
10536,939,839
10537,471,371
10538,347,247
10539,153,53
10540,737,637
10541,1046,946
10542,768,668
10543,278,178
10544,406,306
10545,598,498
10546,498,398
10547,692,592
10548,517,417
10549,473,373
10550,379,279
10551,221,121
10552,936,836
10553,941,841
10554,907,807
10555,826,726
10556,1026,926
10557,378,278
10558,932,832
10559,432,332
10560,889,789
10561,1088,988
10562,561,461
10563,151,51
10564,794,694
10565,634,534
10566,304,204
10567,486,386
10568,208,108
10569,177,77
10570,105,5
10571,998,898
10572,557,457
10573,973,873
10574,404,304
10575,1054,954
10576,795,695
10577,972,872
10578,595,495
10579,474,374
10580,116,16
10581,321,221
10582,1001,901
10583,980,880
10584,463,363
10585,281,181
10586,201,101
10587,137,37
10588,495,395
10589,744,644
10590,392,292
10591,1040,940
10592,640,540
10593,225,125
10594,145,45
10595,737,637
10596,435,335
10597,113,13
10598,475,375
10599,494,394
10600,365,265
10601,130,30
10602,759,659
10603,857,757
10604,329,229
10605,361,261
10606,777,677
10607,102,2
10608,298,198
10609,553,453
10610,142,42
10611,458,358
10612,549,449
10613,249,149
10614,1075,975
10615,600,500
10616,136,36
10617,660,560
10618,981,881
10619,555,455
10620,130,30
10621,231,131
10622,877,777
10623,903,803
10624,430,330
10625,512,412
10626,751,651
10627,769,669
10628,381,281
10629,494,394
10630,893,793
10631,981,881
10632,503,403
10633,168,68
10634,666,566
10635,207,107
10636,593,493
10637,713,613
10638,766,666
10639,852,752
10640,708,608
10641,132,32
10642,559,459
10643,752,652
10644,477,377
10645,482,382
10646,935,835
10647,838,738
10648,249,149
10649,722,622
10650,682,582
10651,561,461
10652,368,268
10653,372,272
10654,570,470
10655,1013,913
10656,849,749
10657,1093,993
10658,410,310
10659,869,769
10660,646,546
10661,408,308
10662,413,313
10663,134,34
10664,338,238
10665,943,843
10666,598,498
10667,546,446
10668,167,67
10669,385,285
10670,905,805
10671,674,574
10672,813,713
10673,1028,928
10674,478,378
10675,632,532
10676,683,583
10677,900,800
10678,177,77
10679,670,570
10680,967,867
10681,466,366
10682,1048,948
10683,741,641
10684,859,759
10685,388,288
10686,656,556
10687,386,286
10688,137,37
10689,535,435
10690,861,761
10691,434,334
10692,158,58
10693,904,804
10694,348,248
10695,719,619
10696,429,329
10697,396,296
10698,132,32
10699,699,599
10700,528,428
10701,747,647
10702,955,855
10703,633,533
10704,1076,976
10705,1070,970
10706,1083,983
10707,109,9
10708,479,379
10709,609,509
10710,756,656
10711,222,122
10712,934,834
10713,666,566
10714,306,206
10715,673,573
10716,951,851
10717,974,874
10718,192,92
10719,703,603
10720,481,381
10721,804,704
10722,998,898
10723,1044,944
10724,550,450
10725,1067,967
10726,804,704
10727,727,627
10728,963,863
10729,507,407
10730,894,794
10731,218,118
10732,840,740
10733,840,740
10734,512,412
10735,813,713
10736,751,651
10737,1020,920
10738,1032,932
10739,1073,973
10740,952,852
10741,821,721
10742,746,646
10743,193,93
10744,679,579
10745,1098,998
10746,596,496
10747,168,68
10748,323,223
10749,335,235
10750,704,604
10751,784,684
10752,701,601
10753,238,138
10754,306,206
10755,686,586
10756,262,162
10757,179,79
10758,915,815
10759,288,188
10760,323,223
10761,985,885
10762,624,524
10763,1088,988
10764,676,576
10765,322,222
10766,800,700
10767,1013,913
10768,800,700
10769,659,559
10770,937,837
10771,1020,920
10772,376,276
10773,842,742
10774,1079,979
10775,765,665
10776,388,288
10777,784,684
10778,690,590
10779,825,725
10780,287,187
10781,240,140
10782,197,97
10783,1100,1000
10784,1070,970
10785,593,493
10786,555,455
10787,599,499
10788,206,106
10789,810,710
10790,862,762
10791,833,733
10792,635,535
10793,224,124
10794,600,500
10795,800,700
10796,558,458
10797,865,765
10798,893,793
10799,620,520
10800,611,511
10801,768,668
10802,751,651
10803,833,733
10804,801,701
10805,689,589
10806,271,171
10807,534,434
10808,106,6
10809,940,840
10810,533,433
10811,213,113
10812,1090,990
10813,300,200
10814,581,481
10815,703,603
10816,176,76
10817,397,297
10818,159,59
10819,792,692
10820,520,420
10821,355,255
10822,622,522
10823,571,471
10824,614,514
10825,828,728
10826,470,370
10827,969,869
10828,843,743
10829,749,649
10830,211,111
10831,613,513
10832,929,829
10833,190,90
10834,967,867
10835,282,182
10836,589,489
10837,353,253
10838,1066,966
10839,1047,947
10840,541,441
10841,444,344
10842,339,239
10843,971,871
10844,1100,1000
10845,499,399
10846,642,542
10847,521,421
10848,429,329
10849,994,894
10850,845,745
10851,828,728
10852,976,876
10853,295,195
10854,678,578
10855,538,438
10856,676,576
10857,529,429
10858,968,868
10859,907,807
10860,215,115
10861,526,426
10862,646,546
10863,662,562
10864,533,433
10865,521,421
10866,676,576
10867,376,276
10868,666,566
10869,635,535
10870,899,799
10871,1097,997
10872,766,666
10873,1038,938
10874,116,16
10875,391,291
10876,966,866
10877,452,352
10878,245,145
10879,327,227
10880,143,43
10881,254,154
10882,602,502
10883,909,809
10884,414,314
10885,265,165
10886,1064,964
10887,857,757
10888,537,437
10889,180,80
10890,212,112
10891,508,408
10892,825,725
10893,874,774
10894,485,385
10895,505,405
10896,308,208
10897,355,255
10898,624,524
10899,723,623
10900,714,614
10901,333,233
10902,425,325
10903,615,515
10904,1034,934
10905,780,680
10906,216,116
10907,1097,997
10908,1016,916
10909,528,428
10910,238,138
10911,944,844
10912,683,583
10913,973,873
10914,130,30
10915,610,510
10916,917,817
10917,827,727
10918,712,612
10919,760,660
10920,885,785
10921,575,475
10922,597,497
10923,261,161
10924,332,232
10925,574,474
10926,539,439
10927,1013,913
10928,572,472
10929,173,73
10930,466,366
10931,330,230
10932,1068,968
10933,250,150
10934,969,869
10935,411,311
10936,678,578
10937,1030,930
10938,649,549
10939,160,60
10940,727,627
10941,690,590
10942,1081,981
10943,1044,944
10944,782,682
10945,129,29
10946,591,491
10947,972,872
10948,1026,926
10949,725,625
10950,428,328
10951,1001,901
10952,823,723
10953,642,542
10954,771,671
10955,1062,962
10956,896,796
10957,286,186
10958,180,80
10959,560,460
10960,610,510
10961,591,491
10962,153,53
10963,369,269
10964,349,249
10965,212,112
10966,619,519
10967,342,242
10968,809,709
10969,979,879
10970,819,719
10971,608,508
10972,218,118
10973,397,297
10974,179,79
10975,711,611
10976,718,618
10977,243,143
10978,309,209
10979,877,777
10980,542,442
10981,530,430
10982,159,59
10983,1042,942
10984,1090,990
10985,178,78
10986,199,99
10987,1016,916
10988,334,234
10989,730,630
10990,488,388
10991,130,30
10992,425,325
10993,238,138
10994,814,714
10995,677,577
10996,237,137
10997,819,719
10998,771,671
10999,1061,961
11000,229,129
11001,645,545
11002,676,576
11003,989,889
11004,735,635
11005,175,75
11006,730,630
11007,888,788
11008,845,745
11009,1003,903
11010,347,247
11011,487,387
11012,843,743
11013,414,314
11014,919,819
11015,222,122
11016,501,401
11017,442,342
11018,978,878
11019,941,841
11020,722,622
11021,254,154
11022,294,194
11023,195,95
11024,170,70
11025,176,76
11026,950,850
11027,517,417
11028,339,239
11029,879,779
11030,892,792
11031,376,276
11032,695,595
11033,909,809
11034,692,592
11035,393,293
11036,627,527
11037,569,469
11038,963,863
11039,342,242
11040,652,552
11041,699,599
11042,110,10
11043,894,794
11044,400,300
11045,843,743
11046,169,69
11047,1028,928
11048,375,275
11049,419,319
11050,712,612
11051,1000,900
11052,809,709
11053,282,182
11054,1062,962
11055,518,418
11056,417,317
11057,1035,935
11058,681,581
11059,584,484
11060,980,880
11061,935,835
11062,553,453
11063,959,859
11064,559,459
11065,119,19
11066,208,108
11067,377,277
11068,868,768
11069,1077,977
11070,448,348
11071,689,589
11072,896,796
11073,1018,918
11074,636,536
11075,558,458
11076,625,525
11077,751,651
11078,257,157
11079,592,492
11080,255,155
11081,893,793
11082,101,1
11083,1092,992
11084,375,275
11085,674,574
11086,871,771
11087,780,680
11088,445,345
11089,1091,991
11090,178,78
11091,265,165
11092,983,883
11093,642,542
11094,742,642
11095,391,291
11096,718,618
11097,357,257
11098,792,692
11099,102,2
11100,1008,908
11101,354,254
11102,922,822
11103,956,856
11104,475,375
11105,590,490
11106,814,714
11107,960,860
11108,852,752
11109,213,113
11110,418,318
11111,256,156
11112,934,834
11113,240,140
11114,103,3
11115,809,709
11116,1006,906
11117,975,875
11118,209,109
11119,723,623
11120,1086,986
11121,704,604
11122,1066,966
11123,770,670
11124,1098,998
11125,824,724
11126,174,74
11127,762,662
11128,922,822
11129,769,669
11130,607,507
11131,793,693
11132,923,823
11133,364,264
11134,600,500
11135,760,660
11136,909,809
11137,718,618
11138,266,166
11139,1019,919
11140,723,623
11141,1014,914
11142,664,564
11143,727,627
11144,1059,959
11145,340,240
11146,938,838
11147,797,697
11148,719,619
11149,955,855
11150,1092,992
11151,552,452
11152,765,665
11153,1002,902
11154,335,235
11155,970,870
11156,857,757
11157,155,55
11158,294,194
11159,812,712
11160,773,673
11161,919,819
11162,101,1
11163,279,179
11164,458,358
11165,864,764
11166,746,646
11167,1008,908
11168,675,575
11169,376,276
11170,243,143
11171,441,341
11172,830,730
11173,270,170
11174,235,135
11175,968,868
11176,499,399
11177,537,437
11178,637,537
11179,692,592
11180,968,868
11181,542,442
11182,160,60
11183,1094,994
11184,303,203
11185,109,9
11186,165,65
11187,967,867
11188,648,548
11189,810,710
11190,1072,972
11191,1024,924
11192,558,458
11193,235,135
11194,320,220
11195,404,304
11196,724,624
11197,628,528
11198,559,459
11199,129,29
11200,372,272
11201,423,323
11202,905,805
11203,804,704
11204,699,599
11205,217,117
11206,949,849
11207,511,411
11208,402,302
11209,387,287
11210,184,84
11211,910,810
11212,946,846
11213,828,728
11214,628,528
11215,932,832
11216,368,268
11217,667,567
11218,240,140
11219,654,554
11220,704,604
11221,170,70
11222,890,790
11223,902,802
11224,155,55
11225,288,188
11226,1046,946
11227,562,462
11228,523,423
11229,1019,919
11230,936,836
11231,556,456
11232,369,269
11233,465,365
11234,787,687
11235,683,583
11236,246,146
11237,112,12
11238,1029,929
11239,422,322
11240,950,850
11241,182,82
11242,213,113
11243,749,649
11244,966,866
11245,836,736
11246,979,879
11247,664,564
11248,586,486
11249,613,513
11250,507,407
11251,655,555
11252,401,301
11253,830,730
11254,858,758
11255,675,575
11256,472,372
11257,383,283
11258,961,861
11259,131,31
11260,621,521
11261,195,95
11262,392,292
11263,1093,993
11264,744,644
11265,940,840
11266,216,116
11267,512,412
11268,861,761
11269,718,618
11270,891,791
11271,892,792
11272,461,361
11273,453,353
11274,742,642
11275,378,278
11276,1060,960
11277,407,307
11278,457,357
11279,850,750
11280,400,300
11281,866,766
11282,1074,974
11283,521,421
11284,627,527
11285,1098,998
11286,613,513
11287,772,672
11288,537,437
11289,812,712
11290,1044,944
11291,108,8
11292,992,892
11293,1055,955
11294,1075,975
11295,789,689
11296,316,216
11297,533,433
11298,862,762
11299,806,706
11300,422,322
11301,1061,961
11302,825,725
11303,249,149
11304,862,762
11305,276,176
11306,1086,986
11307,358,258
11308,342,242
11309,930,830
11310,573,473
11311,175,75
11312,645,545
11313,213,113
11314,1046,946
11315,132,32
11316,664,564
11317,1091,991
11318,205,105
11319,568,468
11320,1078,978
11321,649,549
11322,557,457
11323,745,645
11324,409,309
11325,369,269
11326,712,612
11327,299,199
11328,530,430
11329,786,686
11330,1088,988
11331,750,650
11332,435,335
11333,710,610
11334,365,265
11335,921,821
11336,289,189
11337,781,681
11338,830,730
11339,570,470
11340,227,127
11341,782,682
11342,595,495
11343,699,599
11344,653,553
11345,288,188
11346,503,403
11347,287,187
11348,658,558
11349,1095,995
11350,431,331
11351,467,367
11352,373,273
11353,623,523
11354,937,837
11355,428,328
11356,323,223
11357,211,111
11358,725,625
11359,655,555
11360,734,634
11361,442,342
11362,975,875
11363,576,476
11364,445,345
11365,540,440
11366,881,781
11367,999,899
11368,443,343
11369,628,528
11370,180,80
11371,859,759
11372,659,559
11373,558,458
11374,844,744
11375,204,104
11376,356,256
11377,356,256
11378,104,4
11379,194,94
11380,455,355
11381,349,249
11382,665,565
11383,1006,906
11384,930,830
11385,237,137
11386,134,34
11387,921,821
11388,932,832
11389,163,63
11390,892,792
11391,413,313
11392,1026,926
11393,871,771
11394,1001,901
11395,326,226
11396,1039,939
11397,540,440
11398,432,332
11399,810,710
11400,557,457
11401,799,699
11402,275,175
11403,1070,970
11404,692,592
11405,476,376
11406,601,501
11407,380,280
11408,1040,940
11409,958,858
11410,598,498
11411,350,250
11412,878,778
11413,463,363
11414,568,468
11415,427,327
11416,530,430
11417,677,577
11418,664,564
11419,760,660
11420,422,322
11421,470,370
11422,493,393
11423,242,142
11424,853,753
11425,507,407
11426,563,463
11427,730,630
11428,550,450
11429,147,47
11430,330,230
11431,307,207
11432,709,609
11433,906,806
11434,377,277
11435,774,674
11436,462,362
11437,1025,925
11438,420,320
11439,450,350
11440,103,3
11441,708,608
11442,509,409
11443,936,836
11444,1044,944
11445,897,797
11446,443,343
11447,466,366
11448,751,651
11449,844,744
11450,490,390
11451,1044,944
11452,425,325
11453,588,488
11454,725,625
11455,559,459
11456,266,166
11457,510,410
11458,1022,922
11459,489,389
11460,220,120
11461,390,290
11462,871,771
11463,510,410
11464,959,859
11465,166,66
11466,589,489
11467,810,710
11468,154,54
11469,209,109
11470,645,545
11471,347,247
11472,820,720
11473,985,885
11474,965,865
11475,992,892
11476,384,284
11477,1030,930
11478,249,149
11479,696,596
11480,169,69
11481,716,616
11482,178,78
11483,907,807
11484,167,67
11485,678,578
11486,174,74
11487,158,58
11488,796,696
11489,271,171
11490,888,788
11491,217,117
11492,324,224
11493,279,179
11494,922,822
11495,255,155
11496,677,577
11497,144,44
11498,658,558
11499,1013,913
11500,355,255
11501,827,727
11502,1083,983
11503,388,288
11504,452,352
11505,761,661
11506,426,326
11507,279,179
11508,597,497
11509,268,168
11510,775,675
11511,218,118
11512,841,741
11513,642,542
11514,558,458
11515,358,258
11516,562,462
11517,172,72
11518,671,571
11519,632,532
11520,666,566
11521,401,301
11522,1042,942
11523,399,299
11524,988,888
11525,476,376
11526,686,586
11527,580,480
11528,534,434
11529,520,420
11530,413,313
11531,687,587
11532,966,866
11533,264,164
11534,791,691
11535,216,116
11536,565,465
11537,343,243
11538,967,867
11539,911,811
11540,139,39
11541,371,271
11542,939,839
11543,529,429
11544,988,888
11545,1005,905
11546,264,164
11547,998,898
11548,342,242
11549,698,598
11550,443,343
11551,156,56
11552,428,328
11553,531,431
11554,375,275
11555,668,568
11556,881,781
11557,486,386
11558,303,203
11559,905,805
11560,755,655
11561,671,571
11562,430,330
11563,949,849
11564,928,828
11565,347,247
11566,228,128
11567,811,711
11568,1053,953
11569,411,311
11570,640,540
11571,286,186
11572,717,617
11573,475,375
11574,548,448
11575,880,780
11576,695,595
11577,607,507
11578,441,341
11579,1094,994
11580,159,59
11581,966,866
11582,750,650
11583,913,813
11584,888,788
11585,604,504
11586,605,505
11587,784,684
11588,231,131
11589,396,296
11590,412,312
11591,1081,981
11592,356,256
11593,1048,948
11594,442,342
11595,347,247
11596,1036,936
11597,124,24
11598,485,385
11599,445,345
11600,939,839
11601,105,5
11602,853,753
11603,592,492
11604,159,59
11605,243,143
11606,313,213
11607,248,148
11608,229,129
11609,766,666
11610,326,226
11611,706,606
11612,117,17
11613,326,226
11614,1044,944
11615,1017,917
11616,454,354
11617,561,461
11618,331,231
11619,913,813
11620,611,511
11621,955,855
11622,127,27
11623,1042,942
11624,121,21
11625,200,100
11626,1050,950
11627,1057,957
11628,822,722
11629,886,786
11630,730,630
11631,886,786
11632,870,770
11633,187,87
11634,692,592
11635,671,571
11636,941,841
11637,623,523
11638,621,521
11639,145,45
11640,525,425
11641,610,510
11642,753,653
11643,502,402
11644,681,581
11645,402,302
11646,744,644
11647,294,194
11648,841,741
11649,403,303
11650,156,56
11651,770,670
11652,617,517
11653,631,531
11654,591,491
11655,447,347
11656,690,590
11657,436,336
11658,418,318
11659,1062,962
11660,901,801
11661,935,835
11662,1098,998
11663,969,869
11664,683,583
11665,886,786
11666,715,615
11667,631,531
11668,886,786
11669,875,775
11670,787,687
11671,492,392
11672,981,881
11673,294,194
11674,781,681
11675,617,517
11676,337,237
11677,542,442
11678,736,636
11679,417,317
11680,195,95
11681,171,71
11682,306,206
11683,948,848
11684,904,804
11685,1054,954
11686,1033,933
11687,396,296
11688,779,679
11689,726,626
11690,200,100
11691,983,883
11692,898,798
11693,197,97
11694,571,471
11695,690,590
11696,1025,925
11697,1004,904
11698,929,829
11699,406,306
11700,750,650
11701,209,109
11702,942,842
11703,473,373
11704,428,328
11705,965,865
11706,656,556
11707,228,128
11708,488,388
11709,332,232
11710,1016,916
11711,609,509
11712,648,548
11713,916,816
11714,557,457
11715,288,188
11716,249,149
11717,595,495
11718,553,453
11719,814,714
11720,376,276
11721,513,413
11722,161,61
11723,382,282
11724,194,94
11725,359,259
11726,579,479
11727,907,807
11728,714,614
11729,308,208
11730,105,5
11731,173,73
11732,466,366
11733,808,708
11734,905,805
11735,741,641
11736,189,89
11737,662,562
11738,373,273
11739,421,321
11740,387,287
11741,727,627
11742,433,333
11743,393,293
11744,996,896
11745,346,246
11746,270,170
11747,861,761
11748,195,95
11749,588,488
11750,106,6
11751,1065,965
11752,427,327
11753,270,170
11754,106,6
11755,218,118
11756,789,689
11757,899,799
11758,101,1
11759,409,309
11760,1081,981
11761,392,292
11762,616,516
11763,491,391
11764,161,61
11765,986,886
11766,392,292
11767,665,565
11768,871,771
11769,1079,979
11770,934,834
11771,886,786
11772,753,653
11773,950,850
11774,1049,949
11775,302,202
11776,871,771
11777,910,810
11778,738,638
11779,568,468
11780,178,78
11781,871,771
11782,930,830
11783,296,196
11784,685,585
11785,546,446
11786,664,564
11787,195,95
11788,361,261
11789,145,45
11790,724,624
11791,666,566
11792,1035,935
11793,490,390
11794,926,826
11795,317,217
11796,1009,909
11797,807,707
11798,406,306
11799,650,550
11800,200,100
11801,395,295
11802,945,845
11803,886,786
11804,688,588
11805,621,521
11806,185,85
11807,923,823
11808,789,689
11809,176,76
11810,986,886
11811,351,251
11812,729,629
11813,687,587
11814,417,317
11815,899,799
11816,424,324
11817,539,439
11818,907,807
11819,246,146
11820,251,151
11821,334,234
11822,357,257
11823,669,569
11824,455,355
11825,254,154
11826,125,25
11827,356,256
11828,1062,962
11829,561,461
11830,781,681
11831,295,195
11832,561,461
11833,363,263
11834,938,838
11835,351,251
11836,1070,970
11837,844,744
11838,127,27
11839,854,754
11840,1090,990
11841,145,45
11842,145,45
11843,378,278
11844,918,818
11845,1019,919
11846,1055,955
11847,192,92
11848,861,761
11849,368,268
11850,397,297
11851,451,351
11852,1067,967
11853,897,797
11854,793,693
11855,578,478
11856,726,626
11857,990,890
11858,552,452
11859,502,402
11860,234,134
11861,576,476
11862,568,468
11863,694,594
11864,420,320
11865,980,880
11866,311,211
11867,231,131
11868,1072,972
11869,386,286
11870,965,865
11871,379,279
11872,392,292
11873,857,757
11874,472,372
11875,627,527
11876,426,326
11877,507,407
11878,934,834
11879,865,765
11880,1063,963
11881,634,534
11882,285,185
11883,994,894
11884,199,99
11885,201,101
11886,427,327
11887,631,531
11888,372,272
11889,611,511
11890,373,273
11891,764,664
11892,327,227
